ticker|returnOnEquity|returnOnAssets|payoutRatio|PE|debtToEquity|growthRate|ggmReturn|div10YReturn|rdpReturn
ITOS|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
ITRI|-0.0822|0.0177|0.0000|39.1354|176.3390|-0.0822|-0.0822|-0.0822|-0.1758|-0.0822
ITRM|0.0000|-0.8201|0.0000|-1.4444|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
ITRN|-0.0356|0.0746|0.0000|12.4654|54.1670|-0.0356|-0.0356|-0.0356|-0.0390|-0.0356
ITT|0.0746|0.0504|0.3870|44.1170|11.0940|0.0457|0.0545|0.0545|-0.0561|0.0549
ITUB|0.1088|0.0083|0.4694|8.4531|0.0000|0.0578|0.1133|0.1133|0.1124|0.1165
ITW|0.7440|0.1187|0.6601|29.9151|294.5870|0.2529|0.2749|0.2749|0.1904|0.2805
IVA|-0.6079|-0.2439|0.0000|99999.0000|24.0280|-0.6079|-0.6079|-0.6079|0.0000|-0.6079
IVAC|0.0546|0.0389|0.0000|31.0046|10.3850|0.0546|0.0546|0.0546|-0.0325|0.0547
IVC|-0.1296|0.0078|0.0000|-49.2105|97.6100|-0.1296|-0.1296|-0.1296|-1.0000|-0.1296
IVH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
IVR|-0.8147|-0.1100|0.0000|11.5882|432.9540|-0.8147|-0.8147|-0.8147|0.0000|-0.8147
IVZ|0.0543|0.0216|0.6858|19.0531|13.8650|0.0171|0.0531|0.0531|0.0159|0.0537
IX|0.0791|0.0162|0.2201|7.6078|153.4350|0.0617|0.0907|0.0907|0.0900|0.0924
IZEA|-0.5005|-0.1123|0.0000|-72.6429|6.7600|-0.5005|-0.5005|-0.5005|-1.0000|-0.5005
J|0.0664|0.0456|0.2846|99999.0000|44.5370|0.0475|0.0475|0.0475|-0.5382|0.0475
JACK|0.0000|0.0773|0.3125|24.4502|0.0000|0.0000|0.0128|0.0128|-0.0469|0.0128
JAGX|-2.1996|-0.3850|0.0000|-9.1250|120.9450|-2.1996|-2.1996|-2.1996|-1.0000|-2.1996
JAKK|-1.2954|0.0179|0.0000|-4.8947|1516.9060|-1.2954|-1.2954|-1.2954|-1.0000|-1.2954
JAMF|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JAN|-1.1049|-0.2328|0.0000|99999.0000|131.5320|-1.1049|-1.1049|-1.1049|50.0000|-1.1049
JAX|-0.2065|-0.0302|0.0000|10.3429|104.2930|-0.2065|-0.2065|-0.2065|-0.0000|-0.2065
JAZZ|0.0557|0.0711|0.0000|51.6287|66.5290|0.0557|0.0557|0.0557|-0.0754|0.0557
JBGS|0.0055|-0.0013|8.1818|284.7170|55.4220|-0.0394|-0.0107|-0.0107|-0.1801|-0.0118
JBHT|0.2079|0.0781|0.2278|28.8565|50.2060|0.1606|0.1685|0.1685|0.0838|0.1697
JBL|0.1130|0.0354|0.2286|30.5483|161.2010|0.0871|0.0946|0.0946|0.0097|0.0953
JBLU|-0.1934|-0.0630|0.0000|14.3627|154.2640|-0.1934|-0.1934|-0.1934|-0.0000|-0.1934
JBSS|0.2386|0.1219|0.1389|17.6674|12.2870|0.2055|0.2133|0.2133|0.1740|0.2149
JBT|0.2128|0.0610|0.1064|32.1069|98.8220|0.1902|0.1935|0.1935|0.0939|0.1941
JCE|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JCI|0.0404|0.0317|1.2381|58.7381|48.7020|-0.0096|0.0115|0.0115|-0.1044|0.0113
JCICU|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JCO|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JCOM|0.1907|0.0660|0.0000|23.4907|134.8000|0.1907|0.1907|0.1907|0.1202|0.1907
JCS|-0.0089|-0.0098|0.0000|29.1566|0.9670|-0.0089|-0.0089|-0.0089|-0.0857|-0.0089
JCTCF|0.1629|0.1239|0.0000|10.0213|3.4310|0.1629|0.1629|0.1629|0.1629|0.1629
JD|0.2129|0.0220|0.0000|621.8367|19.4020|0.2129|0.2129|0.2129|-0.1529|0.2129
JDD|-0.1541|0.0190|0.0000|99999.0000|44.9130|-0.1541|-0.1541|-0.1541|-0.0070|-0.1541
JE|0.0000|0.2478|0.0000|4.1534|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
JEF|0.0794|0.0000|0.2264|9.0151|233.3670|0.0614|0.0866|0.0866|0.0859|0.0881
JELD|0.0671|0.0396|0.0000|49.2473|221.9800|0.0671|0.0671|0.0671|-0.0615|0.0671
JEMD|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JEQ|0.1161|0.0037|0.0644|8.6697|0.0000|0.1086|0.1160|0.1160|0.1161|0.1168
JFIN|0.0000|0.2163|0.0000|4.1176|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
JFR|-0.0922|0.0282|0.0000|99999.0000|55.9520|-0.0922|-0.0922|-0.0922|-0.6005|-0.0922
JFU|-0.5070|-0.2674|0.0000|99999.0000|1.7810|-0.5070|-0.5070|-0.5070|0.0000|-0.5070
JG|-0.3774|-0.1273|0.0000|13.9583|58.3920|-0.3774|-0.3774|-0.3774|-0.0000|-0.3774
JGH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JHAA|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JHB|0.0000|0.0000|46.4500|99999.0000|0.0000|-0.0000|0.0005|0.0005|-0.4904|0.0005
JHG|0.0218|0.0551|3.2000|70.1732|9.8180|-0.0480|-0.0024|-0.0024|-0.1065|-0.0046
JHI|0.0042|0.0315|16.8288|234.6667|58.3410|-0.0666|0.0051|0.0051|-0.1063|0.0003
JHS|0.0717|0.0197|0.6643|13.7522|49.1460|0.0241|0.0724|0.0724|0.0598|0.0735
JHX|0.1335|0.0779|0.3030|86.3636|111.1920|0.0930|0.0965|0.0965|-0.0777|0.0968
JIH|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JILL|-54.0225|-0.0631|0.0000|-1.6462|0.0000|-54.0225|-54.0225|-54.0225|-1.0000|-54.0225
JJSF|0.0037|0.0015|2.3958|1001.9355|7.3310|-0.0051|-0.0027|-0.0027|-0.3124|-0.0027
JKHY|0.1977|0.1042|0.4344|38.2669|4.5480|0.1118|0.1231|0.1231|0.0197|0.1244
JKS|0.0927|0.0313|0.0000|51.6861|205.2090|0.0927|0.0927|0.0927|-0.0431|0.0927
JLL|0.0871|0.0343|0.0514|18.8584|71.2600|0.0826|0.0854|0.0854|0.0423|0.0856
JLS|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JMIA|-1.1127|-0.3754|0.0000|-30.3495|11.9800|-1.1127|-1.1127|-1.1127|-1.0000|-1.1127
JMM|-0.0241|0.0202|0.0000|99999.0000|37.8560|-0.0241|-0.0241|-0.0241|0.0000|-0.0241
JMP|-0.3248|-0.0909|0.0000|10.5000|213.4550|-0.3248|-0.3248|-0.3248|-0.3248|-0.3248
JNCE|-0.6879|-0.3632|0.0000|-7.8954|16.7880|-0.6879|-0.6879|-0.6879|-1.0000|-0.6879
JNJ|0.2374|0.0000|0.7223|30.7061|58.5640|0.0659|0.0895|0.0895|0.0129|0.0910
JNPR|0.0859|0.0333|0.6752|22.1271|41.0740|0.0279|0.0584|0.0584|0.0094|0.0593
JOBS|0.0858|0.0392|0.0000|38.5166|0.6660|0.0858|0.0858|0.0858|-0.0234|0.0858
JOE|0.0638|0.0233|0.0000|78.4922|58.1790|0.0638|0.0638|0.0638|-0.1032|0.0638
JOF|0.0757|0.0065|0.3703|12.0464|0.0000|0.0477|0.0784|0.0784|0.0770|0.0799
JOUT|0.1572|0.0904|0.1243|19.9415|10.9810|0.1377|0.1439|0.1439|0.0944|0.1448
JP|-0.0584|-0.0278|0.0000|1.4988|1.3460|-0.0584|-0.0584|-0.0584|-0.0584|-0.0584
JPC|-0.0649|0.0314|0.0000|99999.0000|59.4290|-0.0649|-0.0649|-0.0649|-0.5884|-0.0649
JPI|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JPM|0.1078|0.0096|0.4054|14.6520|0.0000|0.0641|0.0917|0.0917|0.0743|0.0935
JPS|-0.0129|0.0310|0.0000|99999.0000|57.7800|-0.0129|-0.0129|-0.0129|-0.0000|-0.0129
JPT|0.0000|0.0000|71.1000|99999.0000|0.0000|-0.0000|0.0007|0.0007|-0.4704|0.0007
JQC|-0.0628|0.0256|0.0000|99999.0000|55.6390|-0.0628|-0.0628|-0.0628|-0.5875|-0.0628
JRI|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JRJC|-0.6386|-0.1099|0.0000|99999.0000|20.7840|-0.6386|-0.6386|-0.6386|0.0000|-0.6386
JRO|-0.0935|0.0282|0.0000|99999.0000|55.8570|-0.0935|-0.0935|-0.0935|-0.6011|-0.0935
JRS|-0.1627|0.0154|0.0000|99999.0000|42.9510|-0.1627|-0.1627|-0.1627|-0.2765|-0.1627
JRSH|0.0844|0.0543|0.4762|13.0048|2.9910|0.0442|0.0808|0.0808|0.0730|0.0824
JRVR|0.0573|0.0102|0.8108|30.9811|39.1230|0.0108|0.0370|0.0370|-0.0365|0.0373
JSD|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JT|-0.2952|-0.0621|0.0000|-31.4000|6.8540|-0.2952|-0.2952|-0.2952|-1.0000|-0.2952
JTA|-0.2013|0.0184|0.0000|99999.0000|47.0300|-0.2013|-0.2013|-0.2013|-0.6485|-0.2013
JTD|-0.1042|0.0156|0.0000|99999.0000|46.5070|-0.1042|-0.1042|-0.1042|-0.6058|-0.1042
JUPW|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JVA|0.0080|0.0097|0.0000|4980.0000|24.3710|0.0080|0.0080|0.0080|-0.0182|0.0080
JWN|-0.9628|-0.0414|0.0000|24.7619|2167.0630|-0.9628|-0.9628|-0.9628|0.0000|-0.9628
JWS|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
JYAC|0.0000|0.0000|0.0000|99999.0000|1.4760|0.0000|0.0000|0.0000|-0.0338|0.0000
JYNT|0.5786|0.0534|0.0000|127.0769|196.4050|0.5786|0.5786|0.5786|0.2738|0.5787
K|0.3515|0.0630|0.6609|17.4305|256.8320|0.1192|0.1571|0.1571|0.1273|0.1616
KAI|0.1110|0.0570|0.2276|34.8162|56.6340|0.0857|0.0923|0.0923|-0.0041|0.0928
KAIRU|0.0000|0.0000|0.0000|99999.0000|9649.8740|0.0000|0.0000|0.0000|-0.0338|0.0000
KALA|-1.2768|-0.2831|0.0000|-4.3371|95.2490|-1.2768|-1.2768|-1.2768|-1.0000|-1.2768
KALU|0.0167|0.0405|3.2625|118.0026|121.7850|-0.0379|-0.0102|-0.0102|-0.1521|-0.0113
KALV|-0.4561|-0.3260|0.0000|-4.7108|2.0840|-0.4561|-0.4561|-0.4561|-1.0000|-0.4561
KAMN|-0.0063|0.0452|0.0000|1285.3658|39.1330|-0.0063|-0.0063|-0.0063|-0.0000|-0.0063
KAR|0.0174|0.0191|2.3750|95.6477|156.4690|-0.0239|0.0009|0.0009|-0.1364|0.0003
KB|0.0856|0.0062|0.2394|4.9143|0.0000|0.0651|0.1138|0.1138|0.1133|0.1170
KBAL|0.1483|0.0918|0.3830|13.3120|8.2350|0.0915|0.1203|0.1203|0.1114|0.1229
KBH|0.1173|0.0463|0.1342|13.4759|66.9670|0.1016|0.1116|0.1116|0.1005|0.1126
KBNT|0.0000|0.0000|0.0000|99999.0000|5.7310|0.0000|0.0000|0.0000|-0.0338|0.0000
KBR|-0.0068|0.0364|0.0000|14.1691|91.6520|-0.0068|-0.0068|-0.0068|-0.0217|-0.0068
KBSF|-0.0729|-0.0507|0.0000|99999.0000|2.1130|-0.0729|-0.0729|-0.0729|-0.5920|-0.0729
KC|-0.1858|-0.0897|0.0000|99999.0000|8.1250|-0.1858|-0.1858|-0.1858|-0.6417|-0.1858
KDMN|-0.8378|-0.3237|0.0000|-11.9500|16.8580|-0.8378|-0.8378|-0.8378|-1.0000|-0.8378
KDNY|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
KDP|0.0564|0.0359|0.6593|35.6264|63.7940|0.0192|0.0377|0.0377|-0.0492|0.0381
KE|0.0738|0.0395|0.0000|17.3375|28.0410|0.0738|0.0738|0.0738|0.0385|0.0738
KELYA|-0.0650|0.0128|0.0000|11.2857|7.5550|-0.0650|-0.0650|-0.0650|-0.0650|-0.0650
KELYB|-0.0650|0.0128|0.1056|99999.0000|7.5550|-0.0581|-0.0581|-0.0581|-0.5852|-0.0581
KEN|0.3678|0.0117|0.1967|4.2465|74.8560|0.2955|0.3418|0.3418|0.3511|0.3555
KEP|0.0025|0.0049|0.0000|2.3017|107.4160|0.0025|0.0025|0.0025|0.0025|0.0025
KEQU|-0.0899|-0.0241|0.0000|5.6852|44.1070|-0.0899|-0.0899|-0.0899|-0.0899|-0.0899
KERN|-0.4642|-0.2364|0.0000|-16.7576|27.0740|-0.4642|-0.4642|-0.4642|-1.0000|-0.4642
KEX|-0.0902|0.0146|0.0000|21.6240|57.7830|-0.0902|-0.0902|-0.0902|-0.1376|-0.0902
KEY|0.0759|0.0084|0.5873|13.5950|0.0000|0.0313|0.0745|0.0745|0.0630|0.0759
KEYS|0.1990|0.0702|0.0000|43.9335|60.2060|0.1990|0.1990|0.1990|0.0656|0.1990
KF|-0.0528|0.0031|0.0000|99999.0000|0.0000|-0.0528|-0.0528|-0.0528|-0.5831|-0.0528
KFFB|-0.2120|-0.0381|0.0000|99999.0000|0.0000|-0.2120|-0.2120|-0.2120|-0.6532|-0.2120
KFRC|0.2924|0.1078|0.3237|18.2993|72.7010|0.1978|0.2155|0.2155|0.1758|0.2190
KFS|-0.1708|0.0034|0.0000|99999.0000|965.5900|-0.1708|-0.1708|-0.1708|-0.6350|-0.1708
KFY|0.0142|0.0344|1.3333|162.3448|50.4530|-0.0047|0.0035|0.0035|-0.1888|0.0035
KGC|0.2028|0.0910|0.0353|8.2214|33.4500|0.1956|0.1999|0.1999|0.2003|0.2008
KHC|-0.0097|0.0360|0.0000|13.3701|57.8100|-0.0097|-0.0097|-0.0097|-0.0194|-0.0097
KIDS|-0.1429|-0.0417|0.0000|-68.1594|0.6430|-0.1429|-0.1429|-0.1429|-1.0000|-0.1429
KIM|0.1727|0.0202|0.3267|8.6677|98.0360|0.1163|0.1540|0.1540|0.1551|0.1583
KIN|-0.3101|-0.3239|0.0000|-6.4935|30.6800|-0.3101|-0.3101|-0.3101|-1.0000|-0.3101
KINS|-0.0069|-0.0014|0.0000|16.9286|34.3000|-0.0069|-0.0069|-0.0069|-0.0375|-0.0069
KINZU|0.0000|0.0000|0.0000|99999.0000|291.0580|0.0000|0.0000|0.0000|-0.0338|0.0000
KIO|0.0000|0.0000|1.8734|99999.0000|0.0000|-0.0000|0.0000|0.0000|-0.5551|0.0000
KIRK|-0.1216|-0.0061|0.0000|20.0902|279.2880|-0.1216|-0.1216|-0.1216|-0.1618|-0.1216
KKR|0.0642|0.0314|0.3041|22.8119|93.9730|0.0447|0.0580|0.0580|0.0021|0.0586
KL|0.2210|0.1614|0.1526|13.6216|0.5300|0.1873|0.1985|0.1985|0.1865|0.2006
KLAC|0.4736|0.1262|0.4192|35.4050|127.4010|0.2751|0.2869|0.2869|0.1777|0.2902
KLAQU|0.0000|0.0000|0.0000|99999.0000|470.2180|0.0000|0.0000|0.0000|-0.0338|0.0000
KLDO|-1.5914|-0.5974|0.0000|-8.0478|58.0150|-1.5914|-1.5914|-1.5914|-1.0000|-1.5914
KLIC|0.0685|0.0316|0.5783|44.4458|3.1960|0.0289|0.0419|0.0419|-0.0648|0.0423
KLXE|-1.6738|-0.0892|0.0000|-1.2969|393.5380|-1.6738|-1.6738|-1.6738|-1.0000|-1.6738
KMB|4.5080|0.1394|0.6230|19.6739|965.7080|1.6995|1.7312|1.7312|1.6771|1.7850
KMDA|0.1360|0.0760|0.0000|13.3333|2.8270|0.1360|0.1360|0.1360|0.1252|0.1360
KMF|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
KMI|0.0053|0.0299|20.7500|293.8000|106.5190|-0.1055|-0.0348|-0.0348|-0.1477|-0.0423
KMPH|0.0000|-0.3100|0.0000|2.1262|0.0000|0.0000|0.0000|0.0000|0.0000|0.0000
KMPR|0.1061|0.0305|0.1807|10.9659|29.0790|0.0869|0.1034|0.1034|0.1033|0.1048
KMT|-0.0256|0.0351|0.0000|23.1377|54.4750|-0.0256|-0.0256|-0.0256|-0.0820|-0.0256
KMX|0.1921|0.0311|0.0000|26.6513|375.4560|0.1921|0.1921|0.1921|0.1087|0.1921
KN|-0.0044|0.0170|0.0000|15.5440|19.2550|-0.0044|-0.0044|-0.0044|-0.0276|-0.0044
KNDI|-0.0293|-0.0077|0.0000|-60.0667|12.8910|-0.0293|-0.0293|-0.0293|-1.0000|-0.0293
KNL|0.0375|0.0432|1.2941|46.0819|76.7640|-0.0110|0.0171|0.0171|-0.0796|0.0167
KNOP|0.0919|0.0450|1.2093|9.6040|139.4470|-0.0192|0.1067|0.1067|0.0983|0.1043
KNSA|-0.4571|-0.2571|0.0000|-6.8000|0.4310|-0.4571|-0.4571|-0.4571|-1.0000|-0.4571
KNSL|0.1474|0.0480|0.1167|63.2221|7.5150|0.1302|0.1320|0.1320|-0.0242|0.1322
KNTE|0.0000|0.0000|0.0000|99999.0000|0.0000|0.0000|0.0000|0.0000|-0.0338|0.0000
KNX|0.0712|0.0425|0.1531|16.9531|17.5580|0.0603|0.0693|0.0693|0.0376|0.0698
KO|0.4078|0.0664|0.8446|25.4663|260.2230|0.0634|0.0965|0.0965|0.0373|0.0986
KOD|-0.5982|-0.2396|0.0000|-29.9696|27.4410|-0.5982|-0.5982|-0.5982|-1.0000|-0.5982
KODK|-1.9873|0.0114|0.0000|99999.0000|28.8810|-1.9873|-1.9873|-1.9873|6.4334|-1.9873
KOF|0.0720|0.0518|0.0000|15.2279|83.9380|0.0720|0.0720|0.0720|0.0490|0.0720
KOP|0.4815|0.0648|0.0000|5.8303|319.1940|0.4815|0.4815|0.4815|0.4815|0.4815
KOPN|-0.4425|-0.1306|0.0000|-55.0556|8.8290|-0.4425|-0.4425|-0.4425|-1.0000|-0.4425
KOS|-0.6917|-0.0226|0.0000|-12.6842|560.2140|-0.6917|-0.6917|-0.6917|-1.0000|-0.6917
KOSS|-0.0018|-0.0010|0.0000|99999.0000|19.5710|-0.0018|-0.0018|-0.0018|-0.0170|-0.0018
KPTI|-2.8056|-0.3503|0.0000|-7.9787|154.5250|-2.8056|-2.8056|-2.8056|-1.0000|-2.8056
KR|0.3178|0.0504|0.1760|9.4700|205.8040|0.2619|0.2805|0.2805|0.2834|0.2853
KRA|-0.3005|0.0081|0.0000|17.9750|154.4600|-0.3005|-0.3005|-0.3005|-0.3258|-0.3005
KRBP|0.0000|0.0000|0.0000|99999.0000|11.3720|0.0000|0.0000|0.0000|-0.0338|0.0000
KRC|0.0412|0.0159|1.1994|35.2736|76.5760|-0.0082|0.0258|0.0258|-0.0522|0.0255
KREF|0.0462|0.0096|1.9770|19.9314|398.5250|-0.0452|0.0540|0.0540|0.0190|0.0495
KRG|0.0050|0.0095|10.9571|257.4243|97.6270|-0.0494|-0.0068|-0.0068|-0.1514|-0.0089
KRKR|-0.1844|-0.1287|0.0000|99.5000|6.5850|-0.1844|-0.1844|-0.1844|-0.3271|-0.1844
KRMD|-0.0180|0.0677|0.0000|99999.0000|0.6890|-0.0180|-0.0180|-0.0180|-0.0000|-0.0180
KRNT|-0.0142|-0.0182|0.0000|109.1839|4.3670|-0.0142|-0.0142|-0.0142|-0.0000|-0.0142
KRNY|0.0403|0.0064|0.5636|18.7500|0.0000|0.0176|0.0476|0.0476|0.0109|0.0482
KRO|0.0766|0.0311|1.3333|27.0696|61.5820|-0.0255|0.0237|0.0237|-0.0334|0.0225
KRON|0.0000|0.0000|0.0000|99999.0000|439.1060|0.0000|0.0000|0.0000|-0.0338|0.0000
KROS|0.0000|0.0000|0.0000|99999.0000|0.7630|0.0000|0.0000|0.0000|-0.0338|0.0000
KRP|-0.4396|0.0012|0.0000|38.0000|35.8480|-0.4396|-0.4396|-0.4396|0.0000|-0.4396
KRTX|-0.2013|-0.1331|0.0000|-35.2071|0.8070|-0.2013|-0.2013|-0.2013|-1.0000|-0.2013
KRUS|-0.4461|-0.1231|0.0000|240.6122|167.2860|-0.4461|-0.4461|-0.4461|0.0000|-0.4461
KRYS|-0.1066|-0.0683|0.0000|-23.9559|1.0260|-0.1066|-0.1066|-0.1066|-1.0000|-0.1066
KSM|-0.0189|0.0217|0.0000|99999.0000|64.6290|-0.0189|-0.0189|-0.0189|-0.0000|-0.0189
KSMT|0.0000|0.0000|0.0000|99999.0000|0.5400|0.0000|0.0000|0.0000|-0.0338|0.0000
KSMTU|0.0000|0.0000|0.0000|99999.0000|0.5400|0.0000|0.0000|0.0000|-0.0338|0.0000
KSPN|-3.7980|-0.1887|0.0000|99999.0000|845.1150|-3.7980|-3.7980|-3.7980|9.8752|-3.7980
KSS|-0.0473|0.0044|0.0000|18.5732|140.2020|-0.0473|-0.0473|-0.0473|-0.0844|-0.0473
KSU|0.1298|0.0000|0.2508|31.8012|79.8100|0.0972|0.1051|0.1051|0.0163|0.1059
KT|0.0445|0.0186|0.3933|11.1515|50.1450|0.0270|0.0623|0.0623|0.0604|0.0632
KTB|1.3129|0.0512|1.2043|41.1613|4278.3580|-0.2682|-0.2390|-0.2390|-0.3126|-0.2468
KTCC|0.0474|0.0173|0.0000|17.7543|90.1750|0.0474|0.0474|0.0474|0.0107|0.0474
KTF|0.0104|0.0214|3.7308|91.7187|52.6230|-0.0285|0.0121|0.0121|-0.1075|0.0110
KTOS|0.0077|0.0154|0.0000|773.3334|45.2360|0.0077|0.0077|0.0077|-0.0026|0.0077
KTRA|-1.9608|-0.3731|0.0000|99999.0000|2.1460|-1.9608|-1.9608|-1.9608|5.1474|-1.9608
KUKE|0.0000|0.0000|0.0000|99999.0000|12.2400|0.0000|0.0000|0.0000|-0.0338|0.0000
KURA|-0.3012|-0.1778|0.0000|-15.9188|5.0330|-0.3012|-0.3012|-0.3012|-1.0000|-0.3012
KVHI|-0.0905|-0.0471|0.0000|-84.5333|8.7300|-0.0905|-0.0905|-0.0905|-1.0000|-0.0905
KW|0.0675|0.0013|1.5714|30.0703|339.4760|-0.0386|0.0137|0.0137|-0.0484|0.0117
KWR|0.0054|0.0237|3.5814|758.2222|75.7660|-0.0140|-0.0093|-0.0093|-0.2886|-0.0093
KXIN|-2.0767|-0.3094|0.0000|99999.0000|870.5740|-2.0767|-2.0767|-2.0767|4.2021|-2.0767
KYMR|0.0000|0.0000|0.0000|99999.0000|6.2790|0.0000|0.0000|0.0000|-0.0338|0.0000
KYN|-0.7766|-0.0044|0.0000|2.2431|47.8060|-0.7766|-0.7766|-0.7766|0.0000|-0.7766
KZIA|-0.8804|-0.3445|0.0000|99999.0000|0.0000|-0.8804|-0.8804|-0.8804|-0.7812|-0.8804
KZR|-0.3410|-0.2023|0.0000|-5.1132|3.7910|-0.3410|-0.3410|-0.3410|-1.0000|-0.3410
L|-0.0742|-0.0023|0.0000|15.8759|56.0630|-0.0742|-0.0742|-0.0742|-0.0975|-0.0742
LAC|-0.2327|-0.0656|0.0000|99999.0000|125.7060|-0.2327|-0.2327|-0.2327|-0.0000|-0.2327
LACQ|0.2321|-0.0182|0.0000|108.9720|11.3250|0.2321|0.2321|0.2321|0.0082|0.2321
LACQU|0.2321|-0.0182|0.0000|149.5327|11.3250|0.2321|0.2321|0.2321|-0.0204|0.2321
LAD|0.2297|0.0615|0.0803|21.2566|218.9390|0.2113|0.2150|0.2150|0.1552|0.2158
LADR|0.0301|0.0073|3.0000|29.6254|309.9050|-0.0602|0.0411|0.0411|-0.0104|0.0350
LAIX|0.0000|-0.4540|0.0000|-1.2920|0.0000|0.0000|0.0000|0.0000|-1.0000|0.0000
LAKE|0.2875|0.1962|0.0000|7.9739|1.9810|0.2875|0.2875|0.2875|0.2875|0.2875
LAMR|0.2058|0.0431|1.2596|35.6620|366.3460|-0.0534|-0.0181|-0.0181|-0.0942|-0.0200
LANC|0.1719|0.1063|0.5785|36.4587|2.5470|0.0725|0.0883|0.0883|-0.0054|0.0895
LAND|0.0204|0.0211|0.0000|-155.9000|168.2170|0.0204|0.0204|0.0204|-1.0000|0.0204
LANDM|0.0204|0.0211|0.0000|99999.0000|168.2170|0.0204|0.0204|0.0204|-0.5509|0.0204
LANDO|0.0204|0.0211|0.0000|99999.0000|168.2170|0.0204|0.0204|0.0204|-0.5509|0.0204
LANDP|0.0204|0.0211|0.0000|99999.0000|168.2170|0.0204|0.0204|0.0204|-0.5509|0.0204
LARK|0.1506|0.0159|0.2102|6.6797|0.0000|0.1189|0.1504|0.1504|0.1514|0.1541
LASR|-0.1241|-0.0600|0.0000|99.6364|5.5950|-0.1241|-0.1241|-0.1241|-0.0000|-0.1241
LATN|0.1998|-0.0053|0.0000|99999.0000|0.0000|0.1998|0.1998|0.1998|-0.4720|0.1998
LATNU|0.1998|-0.0053|0.0000|99999.0000|0.0000|0.1998|0.1998|0.1998|-0.4720|0.1998
LAUR|0.0639|0.0357|0.0000|94.6429|103.5850|0.0639|0.0639|0.0639|-0.1182|0.0639
LAWS|0.1015|0.0502|0.0000|38.7157|9.2380|0.1015|0.1015|0.1015|-0.0098|0.1015
LAZ|0.3924|0.0522|0.7373|16.2858|330.9730|0.1031|0.1484|0.1484|0.1251|0.1530
LAZR|0.0000|0.0000|0.0000|99999.0000|19.8760|0.0000|0.0000|0.0000|-0.0338|0.0000
LAZY|0.1553|0.0593|0.0000|20.6977|121.7790|0.1553|0.1553|0.1553|0.0995|0.1553
LB|0.0000|0.0775|0.0000|13.0694|0.0000|0.0000|0.0000|0.0000|-0.0077|0.0000
LBAI|0.0783|0.0082|0.4464|11.9554|0.0000|0.0433|0.0807|0.0807|0.0793|0.0823
LBC|0.0719|0.0061|0.2875|12.1848|0.0000|0.0513|0.0748|0.0748|0.0727|0.0761
LBRDA|0.0214|-0.0021|0.0000|125.4390|12.5740|0.0214|0.0214|0.0214|-0.1749|0.0214
LBRDK|0.0214|-0.0021|0.0000|126.1626|12.5740|0.0214|0.0214|0.0214|-0.1753|0.0214
LBRDP|0.0214|-0.0021|0.0000|99999.0000|12.5740|0.0214|0.0214|0.0214|-0.5505|0.0214
LBRT|-0.1768|-0.0690|0.6956|-24.0000|30.7900|-0.0538|-0.0828|-0.0828|-1.0000|-0.0813
LBTYA|-0.1385|0.0240|0.0000|30.5542|105.6920|-0.1385|-0.1385|-0.1385|-0.0000|-0.1385
LBTYB|-0.1385|0.0240|0.0000|99999.0000|105.6920|-0.1385|-0.1385|-0.1385|0.0000|-0.1385
LBTYK|-0.1385|0.0240|0.0000|10.6271|105.6920|-0.1385|-0.1385|-0.1385|-0.1385|-0.1385
